,tipo,bairro,preço,tamanho,quartos,banheiros,garagens
1206,casa,Cordeiro,480000,280,3,2,3
1207,casa,Prado,3500,200,3,1,3
1208,casa,Encruzilhada,575000,10,3,2,2
1209,casa,Casa Amarela,1350,90,2,2,1
1210,casa,Poço da Panela,900000,10,3,1,2
1211,casa,Torre,2805,200,3,2,1
1212,casa,San Martin,360000,76,2,2,2
1213,casa,Boa Viagem,2320,180,5,4,2
1214,casa,Boa Vista,750000,270,5,4,2
1215,casa,Jardim São Paulo,3600,100,3,2,2
1216,casa,Poço da Panela,1370000,256,4,5,2
1217,casa,Tamarineira,7031,380,6,6,5
1218,casa,Iputinga,5330,210,6,5,5
1219,casa,Ilha do Retiro,700000,148,3,1,4
1220,casa,Casa Amarela,6000,320,5,5,4
1221,casa,Boa Vista,2900000,646,10,6,10
1222,casa,Afogados,1350,136,2,1,1
1223,casa,Cordeiro,285000,70,2,3,1
1224,casa,Caxangá,290000,107,3,2,2
1225,casa,Cordeiro,260000,150,3,1,1
1226,casa,Dois Irmãos,260000,100,3,1,1
1227,casa,Casa Amarela,1950000,633,6,3,4
1228,casa,Campo Grande,770000,161,3,1,2
1229,casa,Várzea,1500000,400,4,4,8
1230,casa,Tejipió,380000,90,3,3,2
1231,casa,Santo Amaro,890000,216,3,4,2
1232,casa,Boa Vista,790000,250,4,3,3
1233,casa,Casa Forte,1450000,200,3,2,10
1234,casa,Iputinga,520000,257,6,6,3
1235,casa,Graças,1800000,321,6,3,5
1236,casa,Várzea,848000,331,4,5,3
1237,casa,Estância,650000,207,4,3,3
1238,casa,San Martin,400000,150,3,2,3
1239,casa,Tamarineira,900000,225,5,2,2
1240,casa,Sítio dos Pintos,2600000,306,4,5,6
1241,casa,San Martin,260000,100,3,1,1
1242,casa,Encruzilhada,450000,286,3,2,5
1243,casa em condominio,Poço da Panela,1700000,238,3,2,3
1244,casa em condominio,Pina,9500,520,6,5,6
1245,casa em condominio,Espinheiro,575000,171,3,1,3
1246,casa em condominio,Poço da Panela,1750000,238,4,1,4
1247,casa em condominio,Boa Vista,6000,200,6,1,7
1248,casa em condominio,Sítio dos Pintos,1300000,350,5,5,4
1249,casa em condominio,Madalena,1400,100,2,1,1
1250,casa em condominio,Poço da Panela,1960000,258,4,5,4
1251,flat,Boa Viagem,159000,23,1,1,1
1252,flat,Boa Viagem,223820,40,2,2,1
1253,flat,Boa Viagem,2300,30,1,1,1
1254,flat,Ilha do Leite,210000,45,1,1,1
1255,flat,Boa Viagem,2100,25,1,1,1
1256,flat,São José,500000,39,1,1,1
1257,flat,Boa Viagem,1800,33,1,1,1
1258,flat,Boa Viagem,250000,23,1,1,1
1259,flat,Casa Forte,367000,33,1,1,1
1260,flat,Boa Viagem,4000,40,1,1,1
1261,flat,Boa Viagem,295000,40,1,1,1
1262,flat,Boa Viagem,2100,28,1,1,1
1263,flat,Boa Viagem,1500,30,1,1,1
1264,flat,Boa Vista,272000,48,1,1,1
1265,flat,Boa Viagem,212000,36,1,1,1
1266,flat,Pina,1850,33,1,1,1
1267,flat,Boa Viagem,199000,25,1,1,1
1268,flat,Boa Viagem,230000,35,1,1,1
1269,flat,Boa Viagem,379900,70,2,2,1
1270,flat,Boa Viagem,370000,41,1,1,1
1271,flat,Boa Viagem,297000,32,1,1,1
1272,flat,Soledade,272000,32,1,1,1
1273,flat,Tamarineira,280000,34,1,1,1
1274,flat,São José,500000,39,1,1,1
1275,flat,Boa Viagem,285000,50,2,1,1
1276,flat,Boa Viagem,235000,33,1,1,1
1277,flat,Boa Viagem,280000,30,1,1,1
1278,flat,Boa Viagem,250000,28,1,1,1
1279,flat,Boa Viagem,141000,27,1,1,1
1280,flat,Boa Viagem,245000,35,1,1,1
1281,flat,Boa Viagem,320000,55,2,2,1
1282,flat,Boa Viagem,337365,32,1,1,1
1283,flat,Boa Viagem,280000,36,1,1,1
1284,flat,Boa Viagem,405000,45,1,1,1
1285,flat,Boa Viagem,270000,36,1,1,1
1286,flat,Boa Viagem,280000,36,1,1,1
1287,flat,Ilha do Leite,437300,30,1,1,1
1288,flat,Boa Viagem,275000,40,1,1,1
1289,flat,Ilha do Leite,415048,54,1,1,1
